Culture,CERCID,Order,GOOD_ORIG_NC,GOOD_ORIG_TL,MATCH_GOOD,GOOD_SPEC_NC,GOOD_SPEC_TL,GOOD_SPEC_BP,BAD_ORIG_NC,BAD_ORIG_TL,MATCH_BAD,BAD_SPEC_NC,BAD_SPEC_TL,BAD_SPEC_BP
Yasawa Fiji,CERC555,1,honest church goer,honest church goer,Match,Church - Honesty,Going to church,Church,liar,liar,Match,Lies,Dishonesty,Dishonest
Yasawa Fiji,CERC555,2,highly qualification,highly qualification,Match,Qualifications ,Highly qualification,Qualifications,Drunkard,Drunkard,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Yasawa Fiji,CERC555,3,hardworking,hardworking,Match,Work - Hard,Hardworking,Hard-working,bad heart,bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Yasawa Fiji,CERC555,4,listen to the rule,listen to the rule,Match,Listening - Rule,Listening,Listens,doesn't not listen,doesn't not listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC555,5,obedience,obedience,Match,Obedience,Obedience,Obedient,did not listen,did not listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC556,1,always listen ,always listen ,Match,Listening,Always listen,Listens,disobey,disobey,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC556,2,obedience,obedience,Match,Obedience,Obedience,Obedient,did not listen,did not listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC556,3,socialise person,socialise person,Match,Sociable,Socializing,Sociable,follow his own heart,follow his own heart,Match,Following - Heart,Following his own heart,Follows His Own Heart
Yasawa Fiji,CERC556,4,respecting one another,respecting one another,Match,Respect - Others,Respectful,Respectful,disrespectful the village,disrespectful the village,Match,Disrespectful - Village,Disrespectful,Disrespectful
Yasawa Fiji,CERC556,5,good person,good person,Match,People - Good ,Good person,"Good (Conscience, Behavior, Nature, Heart)",short temper,short temper,Match,Temper,Short temper,Temper
Yasawa Fiji,CERC557,1,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC557,2,true worshipper,true worshipper,Match,Worship,Worshipping God,Religious Faith,murder,murder,Match,Violence - Murder,Murder,Murder
Yasawa Fiji,CERC557,3,merciful,merciful,Match,Merciful,Merciful,Merciful,deceiving others,deceiving others,Match,Deception,Dishonesty,Dishonest
Yasawa Fiji,CERC557,4,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,gossiping,gossiping,Match,Gossip,Gossipping,Gossip
Yasawa Fiji,CERC557,5,thinking of others,thinking of others,Match,Thoughts - Others,Thoughtful,Thoughtful,busy body,busy body,Match,Nosy,Busy body,Nosy
Yasawa Fiji,CERC558,1,church goer,church goer,Match,Church,Going to church,Church,liar,liar,Match,Lies,Dishonesty,Dishonest
Yasawa Fiji,CERC558,2,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC558,3,independent,independent,Match,Independent,Independence,Freedom,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC558,4,merciful,merciful,Match,Merciful,Merciful,Merciful,disobey,disobey,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC558,5,thinking of others,thinking of others,Match,Thoughts - Others,Thoughtful,Thoughtful,cheating,cheating,Match,Adultery,Cheating,Adultery
Hadza,CERC56,1,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,Greedy,Greedy,Match,Greed,Greed,Greedy
Hadza,CERC56,2,Sharing food,Sharing food,Match,Sharing - Food,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC56,3,Teamwork,Teamwork,Match,Teamwork,Teamwork,Solidarity,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC56,4,NA,NA,Match,NA,NA,NA,Anger,Anger,Match,Anger,Anger,Angry
Yasawa Fiji,CERC560,2,show mercy,show mercy,Match,Merciful,Merciful,Merciful,thieves,thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC560,3,good church goer,good church goer,Match,Church - Good ,Going to church,Church,abuse of women,abuse of women,Match,Violence - Abuse Woman,Abusive,Violent
Yasawa Fiji,CERC560,4,highly qualification,highly qualification,Match,Qualifications ,Highly qualification,Qualifications,doesn’t abide the village rules set by elders of the village ,doesn’t abide the village rules set by elders of the village ,Match,Disobedience - Rules,Not abiding by village rules,Disobedient
Yasawa Fiji,CERC560,5,thinking of others,thinking of others,Match,Thoughts - Others,Thoughtful,Thoughtful,always say that he is or she is right ,always say that he is or she is right ,Match,Stubborn - Always right,Stubborn,Stubborn
Yasawa Fiji,CERC561,1,obedience,obedience,Match,Obedience,Obedience,Obedient,swearing,swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Yasawa Fiji,CERC561,2,obedience,obedience,Match,Obedience,Obedience,Obedient,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC561,3,always pray,always pray,Match,Prayer,Prayer,Prayer,not a church goer,not a church goer,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC561,4,bible reader,bible reader,Match,Reading - Bible,Read bible,Religious Faith,lazy,lazy,Match,Lazy,Laziness,Lazy
Yasawa Fiji,CERC561,5,sharing,sharing,Match,Sharing,Sharing,Generous/Shares,drunken person,drunken person,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Yasawa Fiji,CERC562,1,Sportsman is their talent,Sportsman is their talent,Match,Sportman,Good sportsmanship,Sports,stealing/thieves,stealing/thieves,Match,Stealing,Stealing,Theft
Yasawa Fiji,CERC562,2,fishing,fishing,Match,Fishing,Fishing,Fishing,rape,rape,Match,Violence - Rape,Rape,Rape
Yasawa Fiji,CERC562,3,job,job,Match,Work,Employment,Hard-working,murder,murder,Match,Violence - Murder,Murder,Murder
Yasawa Fiji,CERC562,4,farm,farm,Match,Farming,Farming,Farming,did not go to church,did not go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC562,5,always go to church,always go to church,Match,Church,Going to church,Church,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC563,1,always listen ,always listen ,Match,Listening,Always listen,Listens,thieves,thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC563,2,know what to do,know what to do,Match,Decisions - Knowing,Decision making,Decisions,liar,liar,Match,Lies,Dishonesty,Dishonest
Yasawa Fiji,CERC563,3,hardworking,hardworking,Match,Work - Hard,Hardworking,Hard-working,scary,scary,Match,Scary,Scary,Scary
Yasawa Fiji,CERC563,4,show mercy,show mercy,Match,Merciful,Merciful,Merciful,hate others,hate others,Match,Hate - Others,Hatred,Hateful
Yasawa Fiji,CERC563,5,good person,good person,Match,People - Good ,Good person,"Good (Conscience, Behavior, Nature, Heart)",gossiping,gossiping,Match,Gossip,Gossipping,Gossip
Yasawa Fiji,CERC564,1,church goer,church goer,Match,Church,Going to church,Church,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC564,2,caring your family,caring your family,Match,Caring - Family,Caring,Caring,Drunkard,Drunkard,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Yasawa Fiji,CERC564,3,Doesn't drink grog&smoking ,Doesn't drink grog&smoking ,Match,No Smoking/Drinking,No substance abuse,Drugs/Alcohol/Substance,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC564,4,employment,employment,Match,Employment,Employment,Employment,causing troubles,causing troubles,Match,Behaviour - Trouble,Trouble maker,Troublemaker
Yasawa Fiji,CERC564,5,concerning others,concerning others,Match,Concern - Others ,Caring,Concern,abusive,abusive,Match,Violence - Abuse,Abusive,Violent
Yasawa Fiji,CERC565,1,good family,good family,Match,Family - Good ,Good family,Family,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC565,2,farming,farming,Match,Farming,Farming,Farming,gossiping,gossiping,Match,Gossip,Gossipping,Gossip
Yasawa Fiji,CERC565,3,look after ,look after ,Match,Looking After,Looking after eachother,Caring,adultery/having sex,adultery/having sex,Match,Adultery,Adultery/sex,Adultery
Yasawa Fiji,CERC565,4,Business making,Business making,Match,Business Making,Business making,Business-making,drop outs,drop outs,Match,No School - Dropout,Drop outs,Uneducated
Yasawa Fiji,CERC565,5,employment,employment,Match,Employment,Employment,Employment,cheating,cheating,Match,Adultery,Cheating,Adultery
Yasawa Fiji,CERC566,1,church goer,church goer,Match,Church,Going to church,Church,crog consumption/marijuana user,crog consumption/marijuana user,Match,Smoking - Marijuana,Substance abuse,Drugs/Alcohol/Substance
Yasawa Fiji,CERC566,2,merciful,merciful,Match,Merciful,Merciful,Merciful,village fun ,village fun ,Match,Fun,Village fun,Village Fun
Yasawa Fiji,CERC566,3,sharing,sharing,Match,Sharing,Sharing,Generous/Shares,doesn't show mercy,doesn't show mercy,Match,No Mercy,Unmerciful,Unmerciful
Yasawa Fiji,CERC566,4,love your god ,love your god ,Match,Loving - God,Worshipping God,Loving,family's village,family's village,Match,Family - Village,Family's village,Family's Village
Yasawa Fiji,CERC566,5,thinking of others,thinking of others,Match,Thoughts - Others,Thoughtful,Thoughtful,wrong decision,wrong decision,Match,Decisions - Bad,Wrong decision,"Bad (Conscience, Behavior, Nature, Heart)"
Yasawa Fiji,CERC567,1,church goer,church goer,Match,Church,Going to church,Church,thieves,thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC567,2,brought up from the village,brought up from the village,Match,Upbringing - Village,Brought up from village,Upbringing,liar,liar,Match,Lies,Dishonesty,Dishonest
Yasawa Fiji,CERC567,3,hear the village call,hear the village call,Match,Listening - Village Call,Hear the village call,Listens,did not listen,did not listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC567,4,respect,respect,Match,Respect,Respectful,Respectful,broken family,broken family,Match,Family - Broken,Broken family,Bad Family
Yasawa Fiji,CERC567,5,show mercy,show mercy,Match,Merciful,Merciful,Merciful,lack of honesty,lack of honesty,Match,No Honesty,Dishonesty,Dishonest
Yasawa Fiji,CERC568,1,church goer always,church goer always,Match,Church,Going to church,Church,greedy,greedy,Match,Greed,Greed,Greedy
Yasawa Fiji,CERC568,2,merciful,merciful,Match,Merciful,Merciful,Merciful,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC568,3,family,family,Match,Family,Good family,Family,pretentious,pretentious,Match,Pretentious,Pretentious,Arrogant
Yasawa Fiji,CERC568,4,happy person,happy person,Match,Happiness - Person,Happiness,Happy,thieves,thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC568,5,hardworking,hardworking,Match,Work - Hard,Hardworking,Hard-working,adultery/having sex,adultery/having sex,Match,Adultery,Adultery/sex,Adultery
Yasawa Fiji,CERC569,1,merciful,merciful,Match,Merciful,Merciful,Merciful,doesn't listen,doesn't listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC569,2,helping others,helping others,Match,Helpful - Others,Helpful,Helpful,doesn't listen,doesn't listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC569,3,sharing,sharing,Match,Sharing,Sharing,Generous/Shares,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC569,4,trustworthy church goer,trustworthy church goer,Match,Church/Trustworthy ,Going to church,Church,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC569,5,listen to the rule,listen to the rule,Match,Listening - Rule,Listening,Listens,forcing people to do things in life,forcing people to do things in life,Match,Forcing - People,Forceful,Domineering
Hadza,CERC57,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC57,2,Kindness,Kindness,Match,Kind,Kindness,Kind,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC57,3,Loving,Loving,Match,Loving,Loving,Loving,Killing,Killing,Match,Violence - Killing,Killing,Murder
Yasawa Fiji,CERC570,1,soft-hearted,soft-hearted,Match,Heart - Soft,Soft heart,"Good (Conscience, Behavior, Nature, Heart)",doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC570,2,church goer,church goer,Match,Church,Going to church,Church,short temper,short temper,Match,Temper,Short temper,Temper
Yasawa Fiji,CERC570,3,relationship with people,relationship with people,Match,Relationships,Good relationships,Relationships,greedy,greedy,Match,Greed,Greed,Greedy
Yasawa Fiji,CERC570,4,show mercy,show mercy,Match,Merciful,Merciful,Merciful,hatred,hatred,Match,Hate,Hatred,Hateful
Yasawa Fiji,CERC570,5,patient at heart,patient at heart,Match,Patience,Patience,Patient,hate others,hate others,Match,Hate - Others,Hatred,Hateful
Yasawa Fiji,CERC571,1,merciful,merciful,Match,Merciful,Merciful,Merciful,doesn't listen,doesn't listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC571,2,look after others,look after others,Match,Looking After - Others ,Looking after eachother,Caring,greedy,greedy,Match,Greed,Greed,Greedy
Yasawa Fiji,CERC571,3,look after others,look after others,Match,Looking After - Others ,Looking after eachother,Caring,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC571,4,church goer,church goer,Match,Church,Going to church,Church,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC571,5,sharing,sharing,Match,Sharing,Sharing,Generous/Shares,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC572,1,sharing,sharing,Match,Sharing,Sharing,Generous/Shares,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC572,2,thinking of others,thinking of others,Match,Thoughts - Others,Thoughtful,Thoughtful,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC572,3,look after others,look after others,Match,Looking After - Others ,Looking after eachother,Caring,pride,pride,Match,Pride,Pride,Proud
Yasawa Fiji,CERC572,4,accepting others,accepting others,Match,Accepting - Others,Accepting,Accepting,doesn't think of others,doesn't think of others,Match,Not Thoughtful,Not thinking of others,Doesn't Think
Yasawa Fiji,CERC572,5,happy person,happy person,Match,Happiness - Person,Happiness,Happy,hatred heart,hatred heart,Match,Hate - Heart,Hatred,Hateful
Yasawa Fiji,CERC573,1,farmer,farmer,Match,Farming,Farming,Farming,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC573,2,highly qualification,highly qualification,Match,Qualifications ,Highly qualification,Qualifications,short temper,short temper,Match,Temper,Short temper,Temper
Yasawa Fiji,CERC573,3,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,follow others,follow others,Match,Following - Others,Following others,Easily Influenced
Yasawa Fiji,CERC573,4,obedience,obedience,Match,Obedience,Obedience,Obedient,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC573,5,honest church goer,honest church goer,Match,Church - Honesty,Going to church,Church,doesn't listen,doesn't listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC574,1,Business making,Business making,Match,Business Making,Business making,Business-making,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC574,2,good attitude,good attitude,Match,Attitude - Good ,Good attitude,Attitude,adultery/having sex,adultery/having sex,Match,Adultery,Adultery/sex,Adultery
Yasawa Fiji,CERC574,3,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,rape,rape,Match,Violence - Rape,Rape,Rape
Yasawa Fiji,CERC574,4,own a boat,own a boat,Match,Boat,Boat,Boat,disobey,disobey,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC574,5,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,short temper,short temper,Match,Temper,Short temper,Temper
Yasawa Fiji,CERC575,1,church goer,church goer,Match,Church,Going to church,Church,disrespectful,disrespectful,Match,Disrespectful,Disrespectful,Disrespectful
Yasawa Fiji,CERC575,2,highly qualification,highly qualification,Match,Qualifications ,Highly qualification,Qualifications,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC576,1,show mercy,show mercy,Match,Merciful,Merciful,Merciful,thieves,thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC576,2,thinking of others,thinking of others,Match,Thoughts - Others,Thoughtful,Thoughtful,murder,murder,Match,Violence - Murder,Murder,Murder
Yasawa Fiji,CERC577,1,merciful,merciful,Match,Merciful,Merciful,Merciful,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC577,2,look after others,look after others,Match,Looking After - Others ,Looking after eachother,Caring,swearing,swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Yasawa Fiji,CERC577,3,assisting others,assisting others,Match,Helping - Others,Helpful,Helpful,anger,anger,Match,Anger,Anger,Angry
Yasawa Fiji,CERC577,4,church goer,church goer,Match,Church,Going to church,Church,hatred heart,hatred heart,Match,Hate - Heart,Hatred,Hateful
Yasawa Fiji,CERC577,5,hardworking,hardworking,Match,Work - Hard,Hardworking,Hard-working,doesn't mindful of others,doesn't mindful of others,Match,Not Mindful,Not mindful of others,Careless
Yasawa Fiji,CERC578,1,church goer,church goer,Match,Church,Going to church,Church,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC578,2,merciful,merciful,Match,Merciful,Merciful,Merciful,bad heart,bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Yasawa Fiji,CERC578,3,honesty,honesty,Match,Honesty,Honesty,Honest,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC578,4,do not steal,do not steal,Match,No Stealing,No stealing,No Stealing,do not have mercy,do not have mercy,Match,No Mercy,Unmerciful,Unmerciful
Yasawa Fiji,CERC578,5,doesn't hate your neighbours,doesn't hate your neighbours,Match,No Hating - Neighbours,Doesn’t hate neighbors,No Hatred,People live in the dark,People live in the dark,Match,Darkness - Living,People live in the dark,Ignorance/Stupidity/Uncultured
Yasawa Fiji,CERC579,1,church goer,church goer,Match,Church,Going to church,Church,follow others,follow others,Match,Following - Others,Following others,Easily Influenced
Yasawa Fiji,CERC579,2,listen to the rule,listen to the rule,Match,Listening - Rule,Listening,Listens,follow wrong crowd,follow wrong crowd,Match,Following - Wrong Crowd,Following bad people,Easily Influenced
Yasawa Fiji,CERC579,3,respect,respect,Match,Respect,Respectful,Respectful,doesn't listen,doesn't listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC579,4,good education,good education,Match,Education - Good ,Education,Education,laziness,laziness,Match,Lazy,Laziness,Lazy
Yasawa Fiji,CERC579,5,obey the rule,obey the rule,Match,Obedience - Rule,Obedience,Obedient,does not go to church quite often,does not go to church quite often,Match,No Church,Not going to church,No Church
Hadza,CERC58,1,Respect others,Respect others,Match,Respect - Others,Respectful,Respectful,Killing people,Killing people,Match,Violence - Killing,Killing,Murder
Hadza,CERC58,2,Love others,Love others,Match,Loving - Others,Loving,Loving,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC58,3,Living good life,Living good life,Match,Life - Good,Good life,Life,Jealousy,Jealousy,Match,Jealousy,Jealousy,Jealous
Hadza,CERC58,4,Kindness,Kindness,Match,Kind,Kindness,Kind,Lying,Lying,Match,Lies,Dishonesty,Dishonest
Hadza,CERC58,5,Sharing food,Sharing food,Match,Sharing - Food,Sharing,Generous/Shares,Greed,Greed,Match,Greed,Greed,Greedy
Yasawa Fiji,CERC580,1,strong person,strong person,Match,Strength,Strength,Strong,thieves,thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC580,2,show mercy,show mercy,Match,Merciful,Merciful,Merciful,liar,liar,Match,Lies,Dishonesty,Dishonest
Yasawa Fiji,CERC580,3,speak clearly,speak clearly,Match,Speech - Clear,Good spokesperson,Speaking,think evil,think evil,Match,Evil - Thoughts,Evil,Evil
Yasawa Fiji,CERC580,4,hardworking,hardworking,Match,Work - Hard,Hardworking,Hard-working,people with abusive action and behavior,people with abusive action and behavior,Match,Violence - Abuse,Abusive,Violent
Yasawa Fiji,CERC580,5,hardworking in going to church,hardworking in going to church,Match,Church/Hardworking ,Hardworking,Church,swearing,swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Yasawa Fiji,CERC581,1,Business making,Business making,Match,Business Making,Business making,Business-making,Thieves,Thieves,Match,Stealing - Thieves,Stealing,Theft
Yasawa Fiji,CERC581,2,cooking skills,cooking skills,Match,Cooking - Skills,Cooking,Cooking,laziness,laziness,Match,Lazy,Laziness,Lazy
Yasawa Fiji,CERC581,3,visitation,visitation,Match,Visitation,Visitation,Visitation,liar,liar,Match,Lies,Dishonesty,Dishonest
Yasawa Fiji,CERC581,4,employment,employment,Match,Employment,Employment,Employment,no manners,no manners,Match,No Manners,No manners,Rude
Yasawa Fiji,CERC581,5,sportsman,sportsman,Match,Sportman,Good sportsmanship,Sports,disobedience,disobedience,Match,Disobedience,Disobedience,Disobedient
Yasawa Fiji,CERC582,1,good church goer,good church goer,Match,Church - Good ,Going to church,Church,doesn't listen,doesn't listen,Match,Not Listening,Not listening,Doesn't Listen
Yasawa Fiji,CERC582,2,hardworking,hardworking,Match,Work - Hard,Hardworking,Hard-working,doesn't go to church,doesn't go to church,Match,No Church,Not going to church,No Church
Yasawa Fiji,CERC582,3,obedience,obedience,Match,Obedience,Obedience,Obedient,hatred heart,hatred heart,Match,Hate - Heart,Hatred,Hateful
Yasawa Fiji,CERC582,4,be good to others,be good to others,Match,Others - Good ,Good to others,"Good (Conscience, Behavior, Nature, Heart)",bad relationship  attitude among people,bad relationship  attitude among people,Match,Relationship - Bad,Bad relationships/attitude,"Bad Company, Peers"
Yasawa Fiji,CERC582,5,good relations,good relations,Match,Relationships - Good ,Good relationships,Relationships,laziness,laziness,Match,Lazy,Laziness,Lazy
Yasawa Fiji,CERC585,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Yasawa Fiji,CERC585,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Yasawa Fiji,CERC585,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Yasawa Fiji,CERC585,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Yasawa Fiji,CERC585,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Hadza,CERC59,1,Respect,Respect,Match,Respect,Respectful,Respectful,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Hadza,CERC59,2,Calm,Calm,Match,Calm,Calm,Peaceful,Drunkenness,Drunkenness,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Hadza,CERC59,3,Sharing foods,Sharing foods,Match,Sharing - Food,Sharing,Generous/Shares,Dishonest,Dishonest,Match,Dishonest,Dishonesty,Dishonest
Hadza,CERC59,4,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Rape,Rape,Match,Violence - Rape,Rape,Rape
Hadza,CERC59,5,NA,NA,Match,NA,NA,NA,Stealing,Stealing,Match,Stealing,Stealing,Theft
Coastal Tanna,CERC6,1,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Not helping family,Not helping family,Match,Not Helpful - Family,Unhelpful,Unhelpful
Coastal Tanna,CERC6,2,Helping family,Helping family,Match,Helpful - Family,Helpful,Helpful,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Coastal Tanna,CERC6,3,NA,NA,Match,NA,NA,NA,Not helping widows,Not helping widows,Match,Not Helpful - Widows,Unhelpful,Unhelpful
Coastal Tanna,CERC6,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC6,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Hadza,CERC60,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC60,2,Hospitality,Hospitality,Match,Hospitable,Hospitality,Hospitable,Anger,Anger,Match,Anger,Anger,Angry
Hadza,CERC60,3,NA,NA,Match,NA,NA,NA,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC60,4,NA,NA,Match,NA,NA,NA,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC60,5,NA,NA,Match,NA,NA,NA,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC61,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC61,2,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Not sharing,Not sharing,Match,Not Sharing,Selfish,Doesn't Share
Hadza,CERC61,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC61,4,Peace,Peace,Match,Peace,Peace,Peaceful,Lying,Lying,Match,Lies,Dishonesty,Dishonest
Hadza,CERC62,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Bad heart,Bad heart,Match,Heart - Bad,Bad heart,"Bad (Conscience, Behavior, Nature, Heart)"
Hadza,CERC62,2,Loving to others,Loving to others,Match,Loving - Others,Loving,Loving,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC62,3,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Stealing,Stealing,Match,Stealing,Stealing,Theft
Hadza,CERC62,4,Peacefulness,Peacefulness,Match,Peace,Peace,Peaceful,NA,NA,Match,NA,NA,NA
Hadza,CERC63,1,Loving others,Loving others,Match,Loving - Others,Loving,Loving,Rudeness,Rudeness,Match,Rude,impolite,Rude
Hadza,CERC63,2,Love for life,Love for life,Match,Loving - Life,Loving,Loving,Drunkenness,Drunkenness,Match,Alcohol - Drunks,Substance abuse,Drugs/Alcohol/Substance
Hadza,CERC63,3,Love for spouse,Love for spouse,Match,Loving - Spouse,Loving,Loving,Noisy,Noisy,Match,Disturbances - Noise,Noisiness,Noisy
Hadza,CERC63,4,Sharing everything,Sharing everything,Match,Sharing - Everything,Sharing,Generous/Shares,Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC64,1,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",Greedy,Greedy,Match,Greed,Greed,Greedy
Hadza,CERC64,2,Good brain,Good brain,Match,Intelligent,Intelligence,Intelligent,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Hadza,CERC64,3,NA,NA,Match,NA,NA,NA,Theft,Theft,Match,Stealing,Stealing,Theft
Hadza,CERC64,4,NA,NA,Match,NA,NA,NA,Killing,Killing,Match,Violence - Killing,Killing,Murder
Hadza,CERC65,1,Loving people,Loving people,Match,Loving - Others,Loving,Loving,Greed,Greed,Match,Greed,Greed,Greedy
Hadza,CERC65,2,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,NA,NA,Match,NA,NA,NA
Hadza,CERC65,3,Good heart,Good heart,Match,Heart - Good ,Good heart,"Good (Conscience, Behavior, Nature, Heart)",NA,NA,Match,NA,NA,NA
